corpus	entity_type	hexdigest
gnormplus	gene	12dee7737705ec0f46ac6971ec9b5184
gnormplus	gene	716e519c3637cb10835bdae963185a44
gnormplus	gene	9c5d1bcab4c86b00830d698b6a74b251
gnormplus	gene	ef23fda21a80d52e254da78b92b4e7c7
gnormplus	gene	b40cd703c6129b72063edbe90e5d7a50
gnormplus	gene	6735f245d5122ec2c95898d20b7d637e
gnormplus	gene	eb1f1180b22ab2b73a1e6838a5cdbabe
gnormplus	gene	d3c5aef1a23d9d50c888127fab46dfbb
gnormplus	gene	b617f86f03c09fadb74da9f099055c52
gnormplus	gene	e3f6372f8debe22f98d6d4fe0ea30e4f
gnormplus	gene	3eb931e225eebe3664acfee5ec8bf601
gnormplus	gene	145520fae6203d07c78b6deca40423ec
gnormplus	gene	e109d0bb6f4588d1372656ef929f0083
gnormplus	gene	46f8e0a7856ef691a063906ca6381868
gnormplus	gene	83395fb6ae5cec94000e6867c00c1019
gnormplus	gene	079c6d2bea9ffc7b72ad2512a1805d4a
gnormplus	gene	1ec2e16d28858e13e32973c428b48a65
gnormplus	gene	d881d5107e04f0b88d8ee031f80ee4d7
gnormplus	gene	e508b3e1086400be3fd0cba7d2f3d6ac
gnormplus	gene	fcb136b9a483c9675d6e015441da7607
gnormplus	gene	44e42346b4286fba8527cc325384601a
gnormplus	gene	73a61a03d61a143b9ac4c93ec9f3e9f5
gnormplus	gene	57f035974fd6c92a1f5a8cdca8647a8d
gnormplus	gene	38dd9a6b0482be0155749f1979cc32df
gnormplus	gene	aeff32ab58700ee3ce2696031ebcff97
gnormplus	gene	62c7658bf7b10890592e7e2717c2b70b
gnormplus	gene	10bc648f93de3379ccc8d01712946afb
gnormplus	gene	e1a13e9830a9c5274edc4a9a54d81f00
gnormplus	gene	12abcc724d0bac48fc3a9f4ff5476394
gnormplus	gene	fdb0ab7d432f047fddc255c354dfc139
gnormplus	gene	2323ff3b0ce1f687079b5cb1fe3975e7
gnormplus	gene	245bc8dad59c4cf8134e74f5b4098c37
gnormplus	gene	efd60ae7643d18d6c3ff5f79380808b9
gnormplus	gene	879ce97eb01d73f501895759c92d1210
gnormplus	gene	659ae9781a345d4fd1fcfd72e24338b1
gnormplus	gene	7193efd7823a411d877c4971d73978cd
gnormplus	gene	b6fb4e693b65cac97cd3dedb3489faaa
gnormplus	gene	ca0422ca0b7f1a1d52b4b300869d0e09
gnormplus	gene	341067ad4e92f3d39eaa74a71fee635f
gnormplus	gene	1bf7ce923f828793832ce75d5374696b
gnormplus	gene	556b441d9f6de81130bdeaecb5779b5c
gnormplus	gene	c12daf467683b8557f9e65854d499dc6
gnormplus	gene	eb39ae246bef9da19a016e70b7cb53f4
gnormplus	gene	3b5449468d0f3091f73d5a4b0d2236a8
gnormplus	gene	d73fe0c3b0d3eee8fad420e5dc3ede46
gnormplus	gene	ee1e4a4398fc01112b1cddba2723c7f4
gnormplus	gene	397ee28fc823bddc5e5241313fe929c1
gnormplus	gene	7af699ac1f518b5e05b13bfb53d88f4b
gnormplus	gene	883633b5110a1e48a3586b3a691e3806
gnormplus	gene	32c138ef221326c90adecf3c0164db99
gnormplus	gene	91c27aabe87b02604645f50e8ea3d5de
gnormplus	gene	eb0ac3269f4c6fbf578ddbe1edd5f07e
gnormplus	gene	2ad60941f5901ed5a95b5c361149fdc0
gnormplus	gene	d4db98158fa34cf751f68fdfa5fd9061
gnormplus	gene	1756d3143fa03be03febd837d69ae2c1
gnormplus	gene	f5053f40a07666c72423df37b486c2f7
gnormplus	gene	50d9053f8f5a751a032232218071721e
gnormplus	gene	a7f8951cdba33ad7211c91aa7495906b
gnormplus	gene	4cace95c8ada25cfaa6511a798768a52
gnormplus	gene	5b4d3b977490e9a73b32292a1b3406db
gnormplus	gene	218f853b1cb5926c656cebdbb6fdfed5
gnormplus	gene	88cb3c327365c10667f0b424f4fe9052
gnormplus	gene	c1075d4e2b6dca2b217a991c8061731d
gnormplus	gene	64b7ab0364ad00d64ae2498b724efd92
gnormplus	gene	6575f15836f21e33fb0aac6b15330fc7
gnormplus	gene	a2a2567fe913ebae17f952082c1c140f
gnormplus	gene	ac99988923bf1d9fce893134d70e6ee0
gnormplus	gene	2f9bdb87cddce04da9498d0857cd7c65
gnormplus	gene	77a792a7239b444af4d951a9db2ec2c6
gnormplus	gene	4b35b4140a5f3d7f86a69edc0083fc2c
gnormplus	gene	1e09b231687e224afe1385b22b5ef66a
gnormplus	gene	d6c1cf6bb301b89321d011cbe6cf50a5
gnormplus	gene	5136decbc506beb139bf7a7d99193504
gnormplus	gene	7aa2c4d8854502271937304457c50bce
gnormplus	gene	b36b9f1bc56230a96f0e9fef7d08dc44
gnormplus	gene	4b7a1481771c0a72e2406dbba546e91c
gnormplus	gene	ad91dab71d30a273bb3b658a829b218b
gnormplus	gene	c37e1b4f1a101539862ca13ccd535e16
gnormplus	gene	d49b3b299861a82c873e0b4e222a7f22
gnormplus	gene	93eac9ef599ace9ae39ff4527772d335
gnormplus	gene	43f79f5ba0b5beb9f98e92912165ee26
gnormplus	gene	ce24967802a91ebbc9c8f6ab6bd12167
gnormplus	gene	d03a589b92cfc8dc96bfb28e22e20b6b
gnormplus	gene	a9611703696ec27eb5cc65b8bb9994fd
gnormplus	gene	b5c0edfbccce5ed697f06e71a42c23a4
gnormplus	gene	aae179f187e2b3c1e96a6a8f732531d7
gnormplus	gene	fec48ac8f43aef91b4bb994d9ed4a359
gnormplus	gene	ca4402ca0f992dc69b78cd76829bb022
gnormplus	gene	39df39735877d3412ef05b5a4208076e
gnormplus	gene	b564475ac855062657251c6f199c815c
gnormplus	gene	dc3b0e74e50bb4f9724c5cc68e394d56
gnormplus	gene	a8f222367cf53e5a735272d7227990f3
gnormplus	gene	5301ec2e61b800bb4baa68252379518f
gnormplus	gene	38e802abeaea024bfb3e67641665ddaa
gnormplus	gene	791ec8c0d125d1b96a3873e7855469ff
gnormplus	gene	6814ba36f2ab91c54a7a16bd7e9d75f0
gnormplus	gene	5bf95b78cf9698dfbd0867059aed5789
gnormplus	gene	ea2aff10bd048e008b3e894d89edd73b
gnormplus	gene	98ef3c4001e189f2acfb4089f2d90e15
gnormplus	gene	b37a6896d160a729b24548173c059125
gnormplus	gene	1b686ce5aa010198e670365cb9c7e147
gnormplus	gene	878a76f8438b207f14a32ef47af3007f
gnormplus	gene	cdabccb02ff338f3d7e54376d1d09692
gnormplus	gene	b96f9a46325ce430856074dcea62582d
gnormplus	gene	21d55d838cbd8f98f44a980c399bf6a5
gnormplus	gene	2d3ba3e5e8094f141d219f5887bfc463
gnormplus	gene	133f4e536badb9e3aecd8ba9c83b5a65
gnormplus	gene	e31d66ad882cd6bf6bc2f9a20f73338e
gnormplus	gene	e408c8776076266172b78145d3112a78
gnormplus	gene	e1c8db7dd39e31a11a1890c633394102
gnormplus	gene	8ee1ee05dacb0aabf63235b1ee48592b
gnormplus	gene	48f2c6c68981a3ad153ad78c10faf861
gnormplus	gene	e48f9e85527852f3be185da5b679b5fc
gnormplus	gene	7a7762c7e377861889674d2029b26089
gnormplus	gene	59a1689938fd84df7e97486179eefed4
gnormplus	gene	474c51ca3ecf80f9e73acd21f52bcfc0
gnormplus	gene	45e1908269516f827c9a06d39abfbba8
gnormplus	gene	fc725d1c8e60053ab2ca4991ab454b88
gnormplus	gene	38f522884c35a67a795e7b74d9b28b6c
gnormplus	gene	8ad6ba57517d39881b5c45b646c4d92c
gnormplus	gene	e6f5acac5c44137b17f45d8942aa1955
gnormplus	gene	fd0e20591cca4c010b1b4c23a6918a0f
gnormplus	gene	b0965ac32fe085b333d5b2b85924230c
gnormplus	gene	f983771cd143f080155655df9854603e
gnormplus	gene	d127a1dc9bfe922e52dbf089a08583b9
gnormplus	gene	2b15ebc2bad44085aa37c5bfac663b1a
gnormplus	gene	08389005d22edfb07cef475e478e9972
gnormplus	gene	9c8269ac00dee11ed24a5087fd922cfa
gnormplus	gene	9cbbb4eda1ff0c4b73dc3e80ac538bbf
gnormplus	gene	1436351dbaecd51c7d7d7b5ba3d3c805
gnormplus	gene	ca0edc8a45dfd69dcedb935a878b7b2f
gnormplus	gene	72fa24b1c0dce07c80c950341b7bb1c2
gnormplus	gene	1719e92d1ce809ed668e8bac1ea18ee4
gnormplus	gene	293bb8002d2d797b471885cb0be65d0d
gnormplus	gene	97a4eee946e363d51ef36fabde8b6efd
gnormplus	gene	4bc331aec3252a7f12c8cde942a6c9c2
gnormplus	gene	fd7c6e5292ee4eadcc446238d856638b
gnormplus	gene	f3e8b528f6cb089d43071fd021f651d5
gnormplus	gene	01f8a40945c73fec05535bce81b1da05
gnormplus	gene	64890967353e8caea090943e71b1f3ef
gnormplus	gene	811b9f78167bc7ac4903a27af862fe34
gnormplus	gene	fc4f43c0ec757d8237fa34618668ce37
gnormplus	gene	753f93ab4065bd3145328b28bc4025cf
gnormplus	gene	7025907152c9112b264f52df5674ce5b
gnormplus	gene	d28af1f6d817f6132a4e4cb515a76349
gnormplus	gene	2b8ffd228ee732cc6b501e6521a3c038
gnormplus	gene	ae376ab07186d324b3f93318823b938a
gnormplus	gene	d4a9938f81a87a9594576ae5a1f3b6c3
gnormplus	gene	a1798f9f7a2d756e833be60dd639a855
gnormplus	gene	b53a9bf031031ec02cb7f218bc557bbf
gnormplus	gene	8efc7191e9ae2221d297462b3d3a52a7
gnormplus	gene	9c5684a2252da39635fa9f5da9e9e83f
gnormplus	gene	e781bfa9c006f9a7e727f8407f63a842
gnormplus	gene	e1a5f3a399eb9295e61e18e5198129ca
gnormplus	gene	da60f96b23afa1a30f09365dc7ee72af
gnormplus	gene	78490d8bbe91e72ee6b5caad043ba434
gnormplus	gene	0786b0a2dc6a02154118f3636da9671e
gnormplus	gene	89ef40c12323442413ff182d2836decd
gnormplus	gene	c4004a3c8816b3e87061449ba03cd8fa
gnormplus	gene	34e080ddca53bbcc2cb74155b34d3f62
gnormplus	gene	8e94a224105d2aed2d8db0a474932e3e
gnormplus	gene	d766bd469335fe7a03636706c7404737
gnormplus	gene	00000cf2ccfad099253ecbce04808113
gnormplus	gene	c709198a3a4494e5b02e7018b5eb56a7
gnormplus	gene	2ed7e83397a442d4d3a50ef099ba4db5
gnormplus	gene	deb1a2fe41c9d258adc7ee6455203100
gnormplus	gene	c0b29e645a52852fa94de4fa6184dae5
gnormplus	gene	947ef0eccdac553d813b98445ed486eb
gnormplus	gene	c280cea638c57d07e1d8ac0aa53b9f21
gnormplus	gene	304c7dc30b0e1fb23e396fc7ca019fee
gnormplus	gene	15259e42c1fbea215aff6d3e64c39c85
gnormplus	gene	8b6314ce39a7703f146efc048ee458a3
gnormplus	gene	9a8924ba48b406b0f9a8f68585e23901
gnormplus	gene	faa100fa05262b99b014561622196f37
gnormplus	gene	724133c7a6f104cb0a1354b4095a1d31
gnormplus	gene	5848cb47865c3f10181dff977f8112d6
gnormplus	gene	801d91407393842c1d7b206323c2dcfb
gnormplus	gene	545c8b420b827c319e0d8a9cc56c958c
gnormplus	gene	b30d36ebc8861b3d3cb128cec4e39fb8
gnormplus	gene	814062cd9a85e3ec60365b6cb72b5fcc
gnormplus	gene	cdf50f4d23bf92a275c99eee068a469d
gnormplus	gene	0ac9048d9d09b83effef940662890142
gnormplus	gene	46cbef792677356e1a3ebfd90ba6aac6
gnormplus	gene	765af24c80e1d72252c65095e7b72551
gnormplus	gene	faedf1f14bbb916e5f0617966daebdfd
gnormplus	gene	357701416821f3c1edb33ebb54feaf92
gnormplus	gene	38e756b08d5bafc620875c91bb1d52c4
gnormplus	gene	69185fba663d5027e19026fa586e6427
gnormplus	gene	0a9ecdbd5cbfe5b4b1b1324beb6082d6
gnormplus	gene	7ea5003f721a1cda42eba72e6f726b6c
gnormplus	gene	e5e3169759079fa1d378cbbadd2810e6
gnormplus	gene	9186783de6b1d271b68404794a42ca5f
gnormplus	gene	f50fcf3e4868f0d2eb93bce25b8f2c28
gnormplus	gene	ca5a888571b13d4f16ff65999dd35212
gnormplus	gene	512131e44df4873d04537c9c17de7984
gnormplus	gene	e0cac56b8e7a23f3844eeeb80ad6c0b1
gnormplus	gene	838f67c1f45330e72b50927ac3f945ed
gnormplus	gene	bf702b1514c8a66f6e1e3fe168c04c61
gnormplus	gene	70b083823ff3c0dcd3d7aaa59c69a8b0
gnormplus	gene	fee39003d31b75c03ab5e295c54e2ffe
gnormplus	gene	22732aea098e5e75f0b030555fa55282
gnormplus	gene	6536872243a8a34b795a5313790a054f
gnormplus	gene	651c96a3eb283754845dd4cd8a365a94
gnormplus	gene	81dab5c66344637d6008a99b0f31503b
gnormplus	gene	c164089e28f3cdd0e3ca249516ea7ef0
gnormplus	gene	0765b5a36d7175b5773e2b6cb672715d
gnormplus	gene	6037064c089f5d1704bec0a6cacd3f64
gnormplus	gene	267b0924168e465a1078fd1de14f7468
gnormplus	gene	7270d0eb5ba425ba38e1837fa92faf48
gnormplus	gene	780977062e8be53483715591555ec327
gnormplus	gene	801b3b7a684245dd53152b3bef405103
gnormplus	gene	62ee64a0df4ce22184b3f4edd90f6203
gnormplus	gene	2e92c0687a8ec48e2a2577df928a5806
gnormplus	gene	92da795f0775cbcc7209ac62939585dc
gnormplus	gene	3b230a47aadde823a7e0866c53175f08
gnormplus	gene	254168983acbad35600f1efe324c8790
gnormplus	gene	82515867eef798834b3404cbdc84433e
gnormplus	gene	a8e88d97489049963db72299e192777b
gnormplus	gene	cefa4485de992f5bfaf57220ed81cc55
gnormplus	gene	dc04fda8b987d468c6a1b86a418713cd
gnormplus	gene	ec63c622c76cafac483ead9830fa7edf
gnormplus	gene	f4ef328867f03eb8d6f28e5d8703f494
gnormplus	gene	be459a19702c044ee1190a84d8b945ef
gnormplus	gene	920cc3e41af36f976e780cb22c0689d3
gnormplus	gene	f04d1d3135eaf4d16de442f4fccd7864
gnormplus	gene	ad9b262fc9f5aaab554e69d2f3dff9b2
gnormplus	gene	b461374b429a7b027ea717b6d9c3f20d
gnormplus	gene	0ab3d2e84ec71f773b80a74966194bd2
gnormplus	gene	590400e267f4b950acb234ce71e75fe3
gnormplus	gene	6d132b51fc2121210e9d948a93486574
gnormplus	gene	120d864243f6fb41fb4d7a2434047606
gnormplus	gene	4cd736a6ef6c0e129676d14072e3dd18
gnormplus	gene	b799ccf333ebabdc046b74aa4e18efc0
gnormplus	gene	753a37b00ce173bd638240e599a8b414
gnormplus	gene	9b527524cb77956cf57d65b3d7ccbfa3
gnormplus	gene	c4cb35d9f37af3750031c86b5bfdbfe0
gnormplus	gene	b7e4913a704d828538cff185a0a63130
gnormplus	gene	d4bca0bc14f92b4b62d30a58858165f3
gnormplus	gene	2be56a27bc1f381a1e32e52b3052cd7f
gnormplus	gene	b24927487a09f21953c8a55be4e201b8
gnormplus	gene	d548451ea8900518e937b6beb1c88807
gnormplus	gene	b60e2d6a56261ff7baa1f31174d52d46
gnormplus	gene	087dc673941c803e8fe63cb5d3d13421
gnormplus	gene	064b881aeff017a310627fc13b1cd150
gnormplus	gene	207908829ddddb979f4b8ed28d73f9ba
gnormplus	gene	ec2f3054bcb21e9b6b8158ebc43e3ab4
gnormplus	gene	d75f0378a98dd6ead4b203a732c91d56
gnormplus	gene	813dd93a668ace9b71fcce22ef61879e
gnormplus	gene	192df547e5097211dbd594074e1b5c37
gnormplus	gene	8698fbdf407ff7dcdfbf1c7bc29caf36
gnormplus	gene	c91fb64e73a59c70c119d22e99c78fdb
gnormplus	gene	46dc1c9f68d621a05e4e0470c9c1be90
gnormplus	gene	f2f82a3f13ee5fbd452399b840748a2f
gnormplus	gene	dc2f4ac53d6bcdd650e28ebfd04f9cac
gnormplus	gene	cbc421f5076fa6442f666a57775d1ef5
gnormplus	gene	afb9e1629ce683f01656075f2d705b8c
gnormplus	gene	38b71e9feda6ec14a8deacf97bd274ae
gnormplus	gene	443c81c08efbdee0cb6ffd14770c35d1
gnormplus	gene	fc4f922ba9e3b6ec6d6b9e490a716c9d
gnormplus	gene	10e4abff9b7b54945f82aa8ff747f437
gnormplus	gene	b14965f569af0e9b8f3a67e1e358a812
gnormplus	gene	f5f0578ca7f22fe3ba15d03294b38e92
gnormplus	gene	a1e72468e946523dbc57568f342d0410
gnormplus	gene	bcb41dfc95735b4fd14463ba4f89604e
gnormplus	gene	91c482ca4b85712c4f2f5dfec9897aa4
gnormplus	gene	a4700d3dc1141eb2a17b5a8d691eae2a
gnormplus	gene	8e1ca988b19c7483ee15042dfb23056b
gnormplus	gene	f1424bb4afad3725db825e237df0e293
gnormplus	gene	24a9fd47d3723a14e9f136669e496b7d
gnormplus	gene	5a4410b9db4fde44112c52f4fd2549a9
gnormplus	gene	402d6927947489bbda594c1cd07535ea
gnormplus	gene	538601c26a263416bbd9509f28dbfded
gnormplus	gene	af3e090ec56e69a1f4cc60c07a374276
gnormplus	gene	4a7395114eb5d1ded717b4f0a24a3f1e
gnormplus	gene	75d83b2155853f330b2eb8d9c3190338
gnormplus	gene	a3272d5e294970729896c29b985e5b29
gnormplus	gene	be7dcdcce0b7394988fa9a4e3d619dea
gnormplus	gene	31ce44ff0e91b2017843dcabfdcaaf9f
gnormplus	gene	6921811f303013b078987b8c596603dd
gnormplus	gene	c053b9ad5d750df267562e7461370aa4
gnormplus	gene	570db23429895ab81bd24756418dddca
gnormplus	gene	31cd2d7619b3964af8ad6959bc815ef1
gnormplus	gene	cada16a49fe1a1879b55b30ee10adb10
gnormplus	gene	e5c8314c95a232113fd499cbdc0a833f
gnormplus	gene	a503af4b2ce3936eac72e99f1f1ec0d4
gnormplus	gene	89a3f0df22bb9b3968dd0426cb564cc7
gnormplus	gene	2be59479131587fee87421c476328023
gnormplus	gene	5aa9c7ecee8e9ed78f69bd28f2c92c12
gnormplus	gene	fff4cdc94a2332d27268c858651f1dc3
gnormplus	gene	f1e96c4bd0a529943477449fc7ef6748
gnormplus	gene	6e24886dd7b9546cb26edf26d5d0d7b1
gnormplus	gene	3920954590cdeb89306a387677b95653
gnormplus	gene	d8ceb119b42a52bdf6220f62fbf39191
gnormplus	gene	7a944521a8e68d613b3c53ef5174572a
gnormplus	gene	f454f7981ca603995bd09d5f55806462
gnormplus	gene	19fa0e708294138c2becec3428cbe736
gnormplus	gene	bb4f371e0b803e643058b1beb00fb16c
gnormplus	gene	264d88d91ce46c209ae8b2cad06c0970
gnormplus	gene	54a4e08b61f0759acb62f98205e95683
gnormplus	gene	9233de9de9ad8a49ef175a122f2f10f1
gnormplus	gene	c9b079d84817f18de8b627a1386c07dd
gnormplus	gene	e0be9bd2fc7ab3c01d95bd8742a48d3f
gnormplus	gene	40d7073e54831a0a054a088e893be5ab
gnormplus	gene	886a9bf7d6c8e7f7d339781a8a1896e7
gnormplus	gene	b8118c06d32a2d862ed1dfec425b120b
gnormplus	gene	be7c57c578c92044dfd3a301b74fb020
gnormplus	gene	f87fd6f1e6c05be574b422c68196d9cc
gnormplus	gene	ee58ef8c3cbc7caaabce6e6571af7973
gnormplus	gene	b9a4dae855c8cff22a9607dd92fe7a07
gnormplus	gene	23980940d841b07c877253d775e12c97
gnormplus	gene	81ec02264ad49679966f6751fdcd1972
gnormplus	gene	6178d535ef69d5026ffc7d97fb2d808e
gnormplus	gene	1bc306770f4de2afe0e5eaaa17dba36d
gnormplus	gene	76ce9f9d7ed0eef5476e7ef52de160e0
gnormplus	gene	4e7de968da77e2bd5ad6979c7cf4dec1
gnormplus	gene	718d95c65e6aec225497e321348be5ba
gnormplus	gene	b969c58596c8d7177cc7bf348153adca
gnormplus	gene	40e3af881e09d19a2e5e76f949a9c78c
gnormplus	gene	d955f56ff6791c7d2576bc4b67751fc9
gnormplus	gene	8a3d909da633a5a9151a876568833639
gnormplus	gene	10cc005d734a74d5978f64a5853e0140
gnormplus	gene	b92c6ed167407adb7828b6feb99155d6
gnormplus	gene	5d98e4d72a636b39af5484cac03dfe51
gnormplus	gene	77186863caf1e6def75f22864661484b
gnormplus	gene	60ed3205471dfebd230e538118dbc258
gnormplus	gene	058de3c4b1c4bbe844e0b43c6a9c95da
gnormplus	gene	77b492185597eb2082e67dc50d48d76e
gnormplus	gene	bd5b74db545bf7862d68b9cd4dfbafa8
gnormplus	gene	609cc6eaf1585e95b97c7ec6c2548472
gnormplus	gene	b0499f12106f37227af2a9f7703ee505
gnormplus	gene	e984e6d4a15c188d681a081a60586aea
gnormplus	gene	fd7ae02bf6d88776e96bbf08148d2792
gnormplus	gene	d33cf652f32daa251bb5d75c1e498d18
gnormplus	gene	c44413b46ad9aebc42cb9b6c04638511
gnormplus	gene	dd23bdb058a49adfbc1d9c4fccdb58a7
gnormplus	gene	bc70f61fbdb65a6bd3c33ef738ec6c18
gnormplus	gene	975c8e922e0806ae3b880161a616fbe7
gnormplus	gene	4655b998388a8b1353e827d3432126ec
gnormplus	gene	8e44449e17dc6e68bb7d1db9998b9b08
gnormplus	gene	3f093b2f181d0333606acd29a833e1cb
gnormplus	gene	17855f96c6e9af8bcb00dbf6db559693
gnormplus	gene	8bcc99c6f577d857e9acc451efb216db
gnormplus	gene	41e2cc9cc01f4ea782b80715f1f9d1e4
gnormplus	gene	d49f57a88ff6c8565a7cd30d1bfb3e26
gnormplus	gene	0c9817e8fa1fc3c2c5a537c16a12096c
gnormplus	gene	2d536f7121477226d276c7d5dfa598dd
gnormplus	gene	6fee2d608103a9776573fca765acf133
gnormplus	gene	66de80d5c621f39017d82b1c894bc3cf
gnormplus	gene	85e896c1e7516b8f9367d6f54fe38e2a
gnormplus	gene	9dba23a47dd03c8e553a44b809cc2bfb
gnormplus	gene	ba1cd4f840fbc73be528767e6341df12
gnormplus	gene	a9afdb8bfc2ee1b2785a98b22085ff45
