corpus	entity_type	hexdigest
gnormplus	gene	242121ffd25f39e5afc2741896fe863e
gnormplus	gene	a19d608ad74d6478b7a811ef84d6ab9e
gnormplus	gene	d2b4137c640129df3e27a76e9dfe40f2
gnormplus	gene	b48ae4830676cec6328590204eb4faef
gnormplus	gene	9b2f025d08f571c86803a3588f9a7ebe
gnormplus	gene	df1201f04b186c012ad92b769af9b45a
gnormplus	gene	238c0e4a4222ff6f5d96124ccff92cc0
gnormplus	gene	8041cd289c88839df4e61f6b099191c4
gnormplus	gene	ad7fa7dd5f34e2cb7fd5d63bf7651a7c
gnormplus	gene	98c1ec102a1ff0064005d671518bee92
gnormplus	gene	811e97433d33a90d179f62e2037ffdaf
gnormplus	gene	6622a367bd00164e3b10651953b0b02b
gnormplus	gene	dc868880355c5bb3b527934ba9de0c06
gnormplus	gene	2f8cb8e2ad217b89f0e190eff81b6c82
gnormplus	gene	e6db43e98974d2348a4db0641e5b123e
gnormplus	gene	383096c4a1745774ac1c7b592aba8920
gnormplus	gene	f0628a77bc118311acd0328d70707ec8
gnormplus	gene	c4f2ba263fa44139524e24611fd34be9
gnormplus	gene	9c87dfd3a8fe843f7cff577d3dfb2f7c
gnormplus	gene	5dedba2c4e1c905959e175234a4dbb55
gnormplus	gene	9df9f02b60f1ac62f3a4e93249fd19ba
gnormplus	gene	0b746904075e5a01a5d175fc443672e6
gnormplus	gene	12eb1a84bbed9bf8dd03ebe7b7d0e555
gnormplus	gene	f90b4de50c8fb8f0a483e84c25ee1f75
gnormplus	gene	6f0f9504f6cbe3604d89faa26699dbf4
gnormplus	gene	ea956689b2ecce99a8774c45c94ffce2
gnormplus	gene	c672efba2e6acda7a174eff3e84e6f6e
gnormplus	gene	d7698d757af8381c1b662e383af9912d
gnormplus	gene	557d0993d944262e738541ced073a611
gnormplus	gene	0a25f38dea6cc74b221e6cb721df710c
gnormplus	gene	42deab01630e359b67d9a71432af7539
gnormplus	gene	efb79fad5323e32dddfd0146ef100806
gnormplus	gene	915a8f8bce9cc416e9c3904d9f998de4
gnormplus	gene	435088217fe90d7905b3c414071c2722
gnormplus	gene	19de0c7ab876421bee3e6a02354238ff
gnormplus	gene	2f7573cf38e0cf6cce04956a0d04e371
gnormplus	gene	c75b26de76f7fbbc5bdc57bd5bdfa042
gnormplus	gene	7091f16cae9fe3ec9dccce3f3bce0bf1
gnormplus	gene	3f2683ba711a632ed168cc0d2be34bb2
gnormplus	gene	546aefb93ed0ddb33545915dcd1a1f12
gnormplus	gene	7202c8102303619aaec21b13a590e1f1
gnormplus	gene	89c1ab4f4eacbfb864c6feb5b9763655
gnormplus	gene	eb3e08a06326b6851e71cf222968690b
gnormplus	gene	d63bef78075b5a66503a1a90be294c64
gnormplus	gene	855d02f64006cee01489593e18066fcb
gnormplus	gene	cc3634ad0656f1c06a2a5255f879fd3c
gnormplus	gene	457c5d25693c961d4e3bf01f297fc555
gnormplus	gene	2ad43a149ecd88d89554b31c66e2927e
gnormplus	gene	946c01a049ba9c2e60fc5f2201fcb5ec
gnormplus	gene	ee48c630dff1de3fa0808a0226d56cc7
gnormplus	gene	a374e7e7dad0c2a1a30f69ea5c4e0939
gnormplus	gene	81284938cd7198bdb461dd36742683b1
gnormplus	gene	e9f7ed7280c92ad5e35cfbe5eac5245f
gnormplus	gene	c330fc8a0772938b4b7f1df1f5e9a3f4
gnormplus	gene	e60ad841da36d31d34c18ea55faa1cb1
gnormplus	gene	8a9621aa3d6aa2b0149c8ad8ba738cf3
gnormplus	gene	0c8d6d1988362eb63c9f3e6a87f48c45
gnormplus	gene	2b3a5bd6f6ca4f51849cecfb59754523
gnormplus	gene	f2e308a2090ffe41bafba737443ef954
gnormplus	gene	d835e2f417ec1a346ae6d235a6853f59
gnormplus	gene	1aa7dd23c34ffcd4b106b6fb389230c7
gnormplus	gene	a5b2b34d9f803febc033883b52496345
gnormplus	gene	2dafc6ecf8ae5066910a8cede14d65d5
gnormplus	gene	8b1f8f1a5b082f0ddd2fa6cd95f1df34
gnormplus	gene	462f9f939dcdd52ec2a416c70bca8869
gnormplus	gene	4c2c4722936eaf46d8a8d6b39a81a8fa
gnormplus	gene	040cab3633d47adc9289cc55e0dbca1c
gnormplus	gene	24cb2aa51e70f2526956fa156528339d
gnormplus	gene	b2afee1b51cc696e173d2e31309ec936
gnormplus	gene	19df6ccb303c8463a447a6378e9abb48
gnormplus	gene	ed79a348c1349ae316be3db79526febb
gnormplus	gene	6e90b3dc0724c90bbe24c7fc3cfed398
gnormplus	gene	06c87d5d53fbb4db633e0626b8715a11
gnormplus	gene	0fef8059ac19252ba803ea37bf1e5f95
gnormplus	gene	ace0cd86102b9e78d3ab463d1086c309
gnormplus	gene	d3e2b1bb605c521c5ebdc0cd08b27b3e
gnormplus	gene	0a0ad72917767b0a075464627e2e0623
gnormplus	gene	159868a970c78b3f1d477649cd659aa8
gnormplus	gene	3a3fe656571ba0e5d7c7bf06455694e9
gnormplus	gene	ec3fc2e771e8db12c38c230a8d9588f9
gnormplus	gene	f3dbbd132c5667cf2b9f562a5fc00a56
gnormplus	gene	1a6b7eee4a57e359f1014b7cb6981384
gnormplus	gene	b8e8528ef5dd2047b3bb732054e60d71
gnormplus	gene	56342a77221d7fb89315e2675063357c
gnormplus	gene	40a21c1982b12c59b62bab1fa63537c2
gnormplus	gene	df28db37c64114c4aff7893c2bb2df74
gnormplus	gene	61023e6992f5698fe6cb6a85effb89d5
gnormplus	gene	46300eb454d70a9246f8b44feebd6a64
gnormplus	gene	dad8e0e2005d9979bdb7ccdc4d705ec4
gnormplus	gene	d72a255091f5b10e04e797eff6ddae5e
gnormplus	gene	b9ca9aaacfea782aaac79047a5964186
gnormplus	gene	bda54cc433a9e0a2d94ab64c25398fc7
nlm_gene	gene	10fa2b8ccc413bb9ffa17241c3bb8aac
nlm_gene	gene	efa30e6bcbefcdb88df4137431b48d65
nlm_gene	gene	ea8fab806f121e2f78d01637cd55f0ae
nlm_gene	gene	d25882caac95f3a48d09994b8316031a
nlm_gene	gene	66543a0be6fe88d665e5d4bead9a6c9e
nlm_gene	gene	2fbd79b702b1d1138a940990a817562f
nlm_gene	gene	e2c2ba445fa0ebfb9bce0edf3cb9df46
nlm_gene	gene	333627b14b1886a4c75226bfd40a5934
nlm_gene	gene	4cfa1eb802c4d1dcf07d3ca9819bcef5
nlm_gene	gene	0fdfbf15f54a610bece6af5dcc64f20d
nlm_gene	gene	1602bece76547445ed8eb57a8be02627
nlm_gene	gene	a88af810cdaecfe872aa1d6e0db0ef8a
nlm_gene	gene	e35ca3dccfd6afc3794891e2fd1140fb
nlm_gene	gene	411c214bd0f93eb5843de6e803beac3f
nlm_gene	gene	5776bb939f4a6c8168c195cb6cc0daba
nlm_gene	gene	b76c5dba3e1615d84c1f7b35a30af702
nlm_gene	gene	174e85e148ecbce69b96578d71f78e77
nlm_gene	gene	7694e2281507160dd2da0623b92a09cc
nlm_gene	gene	a8b3c666e794a636f0b15fa6ca616f96
nlm_gene	gene	27cea6a55c604bbc957780dc72ac1d3b
nlm_gene	gene	6cd3de56dad5ef51773cc31906c096d9
nlm_gene	gene	e4a81c4647a18a429d0459c7d6cfbdd0
nlm_gene	gene	63222ef252576b247a0f00364841ef48
nlm_gene	gene	25ef5f4ee1baa76445bca9f0575b7846
nlm_gene	gene	c3f81bad601fc2f3dd27d4c38b1c8ce0
nlm_gene	gene	bc298ad1752931d8768bce999bca7386
nlm_gene	gene	01ba988769f19f375eb1e0f71b22fc4d
nlm_gene	gene	12d21551fd4a5e5babc1bfd7af0f9038
nlm_gene	gene	8f947fd63992c73eba1c6515d93fb694
nlm_gene	gene	7a372d74a956fb9f5d5e13b7bed9b378
nlm_gene	gene	f380d216b1eb850af29fcc0e7038374a
nlm_gene	gene	41de1ad1a5aab1cb161e2ae81e4eef26
nlm_gene	gene	92cf408c05e36d3d5dc0803b2cc2c4e3
nlm_gene	gene	5cf6b2ad9582b20659286ec1eb356df2
nlm_gene	gene	37dd96699491ff2dda678ed9976429ea
nlm_gene	gene	02189e5070edc0ea20b79769a01b12a7
nlm_gene	gene	cbcba17f02c5aec0f0645341438212c6
nlm_gene	gene	ffd7d0fa9f9d8e060a601b521a1744f7
nlm_gene	gene	7d61eab93e558635bb986adc5122876f
nlm_gene	gene	16c40f538119287206f0ca9280a36429
nlm_gene	gene	84fd4c4589df9057df1bba6166cba018
nlm_gene	gene	4777c411994b4ff7ad48462295b4fc9e
nlm_gene	gene	ddb6bb0524643d77813b923eb4a3bc76
nlm_gene	gene	70fdcae647f9392ee5f26abd3e6e882b
nlm_gene	gene	622674d8f60510096739c6349e3f63e8
nlm_gene	gene	a15191951dca7a7a263f645f217820ee
nlm_gene	gene	8a7a5cf4e42138ddb4a8368de541cd3d
nlm_gene	gene	51577cc33d27b675004b1bf971a4037e
nlm_gene	gene	81dc2bf894b8407d1a90d6ab785020ce
nlm_gene	gene	c30c9133d8249e546491dc518be74933
nlm_gene	gene	7a878ad9096048a352e577844a63db2a
nlm_gene	gene	96ff45ee994694cc86d9b40c8691bf74
nlm_gene	gene	92bbee560cb26d869fcf07ac9ecc2057
nlm_gene	gene	df4c5ad2167d71de306dac3ff2ba70e8
nlm_gene	gene	bf960dbbaf44dcc82269c9b53961551f
nlm_gene	gene	1533f995c1a5731a8cfb86cdcf51b0c0
nlm_gene	gene	b071d0a836acd41ff2f70f2caeda3a1f
nlm_gene	gene	09c316a7ea9b30c0cd9931b7e4337657
nlm_gene	gene	1b8237dc968dd3e0766cbdacb9d82449
nlm_gene	gene	bae3190c199ca945d8a2222330340ca1
nlm_gene	gene	70deb9d747f39e3f575f863946b6d3f9
nlm_gene	gene	7889ac45b1b07a47003389957a79ea58
nlm_gene	gene	8567fa54517dacd63ddd099fcd34d3c5
nlm_gene	gene	0e6ef24642a67e29529cb8e3233acb16
nlm_gene	gene	e021966893316bc452d6423bd84709c4
nlm_gene	gene	2ff4faa2eee8d00d34e6f37a20a2a543
nlm_gene	gene	a612ccc182b3385bc36e743574fe8d6f
nlm_gene	gene	8b882f6802371f6fde458a627b7a1fe0
nlm_gene	gene	8538ff8d9ec2311c77193217c178f925
nlm_gene	gene	be7905f85d176c745161bf2f141b4df6
nlm_gene	gene	06ad260ca917039ead86eacc39ff7c98
nlm_gene	gene	8d35bf5636a6ced59beeaf7f30decc65
nlm_gene	gene	8577062f517792af423f0bda9bada5cb
nlm_gene	gene	3921832fb579c235599fc58e4bb59ec9
nlm_gene	gene	c5088396891c3158ef00a7bb80ab041f
nlm_gene	gene	69a8016b7e3b24f5d76a6801657a361e
nlm_gene	gene	1a699860cec8f718faf13077da429072
nlm_gene	gene	a6e5010daeae680a86309f1e3ea09456
nlm_gene	gene	0c0f919c7ca51c71dc5aeb996263366e
nlm_gene	gene	13a197ec961c883c7877c3b6541cdaff
nlm_gene	gene	c2d7125a239561e7848a9205121e42d7
nlm_gene	gene	d95244aac704936bd3d1d2631c73a663
nlm_gene	gene	5e59c7554cace2b1877e18f0fdf47284
nlm_gene	gene	58146ae63e7560b64371cdc4fcdf9b97
nlm_gene	gene	06b327de284892ca3c1d458bb9d4248f
nlm_gene	gene	45bf25145cfce6d6742e46f83123e0eb
nlm_gene	gene	a0cdf4d132fa3c46aa2ec17c42386fb4
nlm_gene	gene	cfe1407a506fb667e50fd931b8ed7dca
nlm_gene	gene	d291c48b2293a387ba7cd58082756392
nlm_gene	gene	ebaaff7d12187c5352b28c69b3666482
nlm_gene	gene	d608116096aef992eb0ad806369b371d
nlm_gene	gene	b348c6495eb1a5e4d93ca43ec879bc1d
nlm_gene	gene	d19f347d2c9d08fc780504db47854f2e
nlm_gene	gene	929018ee6220db0abefdb291e73b317a
nlm_gene	gene	fc4b6b6b8feb5a67075081178a1e9796
nlm_gene	gene	ab6bc3454c72020870d67d4add9e2f7d
nlm_gene	gene	339dcbf272b08c2ed7e397e9fbc8aa3e
nlm_gene	gene	99329fc9553882b557f8c73cffe4b1ee
nlm_gene	gene	b822de28541ae13fdb1f1b690131b4b6
nlm_gene	gene	2054c9bdba364694bb427511f34609d3
nlm_gene	gene	c7d62e076d93cbc223a028df6c6dfe16
nlm_gene	gene	41bb256bf43fd1677b61a5868042f191
nlm_gene	gene	3a2c78dce0350d0d8631ba260bd59fcf
nlm_gene	gene	8ff67502b26cc49ce683a8d82af40c1a
nlm_gene	gene	29fa2a7a49412d5889faa2930f05dd65
nlm_gene	gene	143e131bbd9d65c568c1c3aefd8d3f95
nlm_gene	gene	718e4530c3f99b0e31c0e2abafdf283b
nlm_gene	gene	0ce50fbf3104eebbbc67f3d12408a470
nlm_gene	gene	acf7822264f459e62d645408e4bd560e
nlm_gene	gene	56a239463b4d69a581c03b9ce4e3a431
nlm_gene	gene	dd165eb993fb6fea476ea58d29d1addf
nlm_gene	gene	d361ea1fccedf7327b68206352d55d57
nlm_gene	gene	b1cfcecca1e9ac54313850c27936a3a6
nlm_gene	gene	9bb1441dce742faf7b9db82a0031e583
nlm_gene	gene	6b81a10996eb021cdde0308472b83f16
nlm_gene	gene	62f532b3f444b0d9027474116f5056f8
nlm_gene	gene	c562af07b3d03558b4e4aef49d8c42df
nlm_gene	gene	4e0e6b5c2d1476e51fdacd75d69a3938
nlm_gene	gene	f9166c0ede3d2a91fa2c8f8378555ddc
nlm_gene	gene	563bcad1632429d492e9dd72ee456122
nlm_gene	gene	91059ebf84c440c875bd0f95cac63a15
nlm_gene	gene	c22cf97cf7500769c519cb7e965a6995
nlm_gene	gene	c0c6d4ebc34d92af1e7b6fd94082184c
nlm_gene	gene	9d45b6774a106a73a26b4f47e21a63db
nlm_gene	gene	84aa9700942185d3d47ff6458d257c98
nlm_gene	gene	607ef971ac87fc08a11eecc0aca14157
nlm_gene	gene	8dbd05e40fd5ed0ee5620b14b28cfe13
nlm_gene	gene	ab226ce92f28749efcc37733f705b0c5
nlm_gene	gene	071ae3035078056f38dd405f55d4a6f7
nlm_gene	gene	eae3f10e5f8c2b2c97786e3d4b3680c1
nlm_gene	gene	d6e36efcb69a340546b6583f7fcf9522
nlm_gene	gene	9fcc361d73f179a40a6fd9190d9c313b
nlm_gene	gene	d69f90a0fa0a896115c0b8688c7e9184
nlm_gene	gene	776f5d60660903bd1d74a45fc4bd6fd5
nlm_gene	gene	014e65247aad426c0d49b8221fe57661
nlm_gene	gene	ffa34dac487c1b9299f0e4647679ed5c
nlm_gene	gene	c2ffb555bc1402a3199b71d5cdfd0f90
nlm_gene	gene	d20a4842fdc11501715c161c0af735ca
nlm_gene	gene	3425de921d3ccbc160ca1e4f727ac0d2
nlm_gene	gene	5d33e697228ec4f7d53a96914a105485
nlm_gene	gene	dfb54cbbd388a6232335bd4846d80e0f
nlm_gene	gene	2e1cba8a143d005cf062d4a2eeaf6e5a
nlm_gene	gene	9cbb7f0ff7fb7b10e31630f4f038806b
nlm_gene	gene	2fafe4abb86b17c0147f629464fb37da
nlm_gene	gene	556b5209975f9ad19185c0a8c11c7873
nlm_gene	gene	01db474242b189149f022f19d1a0eb47
nlm_gene	gene	3a293afc41b86d210d30439feb067387
nlm_gene	gene	a78bd6f0012dfe39b0e2990ada8f18f1
nlm_gene	gene	e9747b559b6aa188d7ec6f8000980b9c
nlm_gene	gene	8ad2ff25d3b7eefa91d5621bf473067c
nlm_gene	gene	48b1f9a5d2f810b669756425a414e32c
nlm_gene	gene	005e26dca21b2b76317626c14698be97
nlm_gene	gene	21d4d1cf04ada4b1f1b2b6216ad1a3fe
nlm_gene	gene	1dac95b012d908238b657fa1a8bfa856
nlm_gene	gene	8519933e4d0d8c7752620473e28a93fc
nlm_gene	gene	c06ddd5f2eee0fbebcccd1ac057e4aa0
nlm_gene	gene	b99560314bc4be4e3b47c78c23937bcb
nlm_gene	gene	cbe77fa24adc26f9cb53d4de8c40e986
nlm_gene	gene	140818b524ac231d44ad626a5941ef0c
nlm_gene	gene	720b22d7198b9286dc0bae432ba40d76
nlm_gene	gene	b058d3daef894856afd42a0d0d61fdfe
nlm_gene	gene	6bce4542990e32d45c4f6a72f4ff49c5
nlm_gene	gene	6f4ecd5a77629cd5d77416fa19cdb3be
nlm_gene	gene	d0424adfa98aa06e819dcc7d39aedd80
nlm_gene	gene	aac5f82f0e75cf0771a8b73ecfaed4bd
nlm_gene	gene	d19195b17e9daf68fdb0a94daad1688e
nlm_gene	gene	71612208a5fc518630ed5cf950e6a324
nlm_gene	gene	d801a3c1aa1e8128ccb5bd84bbea2d6f
nlm_gene	gene	2ee4055e131f78d8cdd9a7925538a921
nlm_gene	gene	2bead3a63702b62362d73a7ae6f8f879
nlm_gene	gene	593070e9bdbbe05a10e3f94fe1b6cac3
nlm_gene	gene	bc8d9f8ebe04368a0eef32834e532e7f
nlm_gene	gene	02a5379df20b0c5efec0f185519585df
nlm_gene	gene	583b560f19ad4bc13eac203a8eedfb57
nlm_gene	gene	a7edad3a21dc6cbb5c41fbba65ebfb6a
nlm_gene	gene	08fe9c410bc7c6b10c236af2b7e98621
nlm_gene	gene	87a4c1fb0a7dbca87b0b97a8e4c53826
nlm_gene	gene	29b2a32d94bee8b3c5f7799db4a374fe
nlm_gene	gene	8df84b65f99cad336bd934287fe1e543
nlm_gene	gene	47061c31c32db095f97db773b985a0a2
nlm_gene	gene	306b25fc0d90158f5af2f371c8b80797
nlm_gene	gene	4e13e014caaf04d5251593edfcdcb318
nlm_gene	gene	d5b70f9b4474e08ff91fed4ffdcbe27b
nlm_gene	gene	a212f0314e23b3f4729cd121276c1158
nlm_gene	gene	cbbad9ad2dd89c5a69ad8053fcf5a479
nlm_gene	gene	2fb6273f9ad62c7392d253d8fea0771c
nlm_gene	gene	dde24a67e43a32c98fc798bb4246a630
nlm_gene	gene	d867305e306b6ba9f0e10ae3f0712665
nlm_gene	gene	14359a7bed1c6f2f0bc6bbdac5be7f92
nlm_gene	gene	86987fd226321a1fcb37da91e627fe2d
nlm_gene	gene	96b02ddfce19cca2ce6cefeeca90a2d0
nlm_gene	gene	0cfbf8456003f4c292cbca76f14b7034
nlm_gene	gene	c4eb578061b8be0a80c7a06bc04230d0
nlm_gene	gene	d0a888d5dbd13cf605d127b7871e3934
nlm_gene	gene	f8e40c4973f29d5efa3d199eea15c014
nlm_gene	gene	50f476d9f668429a304d9665b14015ae
nlm_gene	gene	c82b61dc284fd11f8dfa5834d42fc8fd
nlm_gene	gene	f0d1eb123d7f027cc04f846a661c4051
nlm_gene	gene	a0219bfc489c3ae1c6f292d6cdec9171
nlm_gene	gene	81877462e3fb1f86a056588df48b037e
nlm_gene	gene	cabff3c918877951e44c00ed89999caf
nlm_gene	gene	d7fd020759950697b1e61b669398b938
nlm_gene	gene	6161514445163bcfde3f9a865f6826b6
nlm_gene	gene	129ab8d248ee56c8e32b6b28576ec96b
nlm_gene	gene	66261a4a2a70297c2790c167e4ab883d
nlm_gene	gene	5e019387d92e526bcd7df04ad11e2fc4
nlm_gene	gene	04bdd9ca23e3c8cddcb845692d8503c2
nlm_gene	gene	68c0cd4763da8848e79fc4607af98af2
nlm_gene	gene	253df312532c4bd0cb81adea425acf67
nlm_gene	gene	62253381a345d8f208c71c331d28839b
nlm_gene	gene	23afc33d34db2fb6e6ff10f9d7f15ce8
nlm_gene	gene	236f53e7eaab41d078b877e0d958f0d1
nlm_gene	gene	4f54de0f564ec61794cfe46ffc172311
nlm_gene	gene	511c3583d7837196d57f5d46d9ad2906
nlm_gene	gene	06453aac74899bcad737408720d79f23
nlm_gene	gene	5ae52badfb880f307a51cf0891c0536b
nlm_gene	gene	b77c13af9be440d873d6a7a8844a87cf
nlm_gene	gene	6f7ba5a6d6f45fef04d89b7d3a9facc8
nlm_gene	gene	c99fd67a718f732be838e60e2fc6513c
nlm_gene	gene	810f2c0e8c3e031e9eb0f739ac97d1e9
nlm_gene	gene	02cc2cf6001956d4d9a1cefcdf60fe0b
nlm_gene	gene	e10d6ede520eef05a18e2dfc8da58acd
nlm_gene	gene	cb495b44ed79375f25234c76c9fa60f5
nlm_gene	gene	48a29a50ef4d8b49e185b9747fd31e0b
nlm_gene	gene	5c86aa62ea2d4c5f255f92d38049c5c9
nlm_gene	gene	d32e838cd0ae58c9f005108a48f63e68
nlm_gene	gene	38cc99cf058b0ccf0440e073495acd77
nlm_gene	gene	1dba17b82e70a317c4e5107b842fc2b0
nlm_gene	gene	1e844d2f0a359c2261a0e9314d657985
nlm_gene	gene	2d083a1cb5b4a21ee2f8b938b32068b9
nlm_gene	gene	4c3828555f6f87891abc0bb34e0ffd17
nlm_gene	gene	f8d795095fae542a8dddaa78f5e08fda
nlm_gene	gene	25956b0c0d01f6cfa11dbd5a42391ba4
nlm_gene	gene	fcc88d2d8c6630ae826d0e5df9383e42
nlm_gene	gene	d79e5166c1637e0c9b7eef4664bc1351
nlm_gene	gene	e8561a56cb4c9c5205ffecf3d8dce4ea
nlm_gene	gene	2975f322023b1f1487ac3f53aa0b4336
nlm_gene	gene	2dfbc8294286193b02edbb3fd5a02a91
nlm_gene	gene	2ac1cf9c38e78d2805ea5e66e836aa53
nlm_gene	gene	ffac7eba2b081f96d3ad534ebc6337a1
nlm_gene	gene	690bbb2b427ca25d3208f5507d2032e3
nlm_gene	gene	60fa941f9aa86c43c974359ea10a23a1
nlm_gene	gene	f39aacf5441c4a457b45ad7e4bdc880c
nlm_gene	gene	3b3b52cddc052e5ce4751b5ddbbc67b5
nlm_gene	gene	9b24fddc5835961f07fe3c026288dc75
nlm_gene	gene	534636a057d22f789968a73b2f70836c
nlm_gene	gene	321a707d9cbfae4a239d252f69078593
nlm_gene	gene	852c2045c102306a9ad26994433f3715
nlm_gene	gene	1a448756b7fe717c6b9a29d24b0c3926
nlm_gene	gene	7c27c5fa229246663403e5cc1672461c
nlm_gene	gene	5747db60c17063f09f9e8ef68aa7bc09
nlm_gene	gene	7c61249df1f5074b7aeac367c0a63aba
nlm_gene	gene	6ba9023cefb05e08d3ad83d10c5e3134
nlm_gene	gene	14bdff56a918c5e8f7380a79a2596e02
nlm_gene	gene	8ab747346e4f2e7e7098d9c49361d58c
nlm_gene	gene	41560fec0c9f2dc494832e22fbe3eaf2
nlm_gene	gene	d9947ee209b70ac5281c7e3b08071ea9
nlm_gene	gene	b94ad63b961756a73c7d70027f180cd0
nlm_gene	gene	a57e97c7e209cbd5f48a3824e30d190d
nlm_gene	gene	8a47ed740de00d386597601293482b3b
nlm_gene	gene	b1314a35638bde293634e329d4db0c2d
nlm_gene	gene	d4debdc2edaa1e2955b665c8853ae2cf
nlm_gene	gene	9f4752681f8e5078d9658e75dfb28f9c
nlm_gene	gene	c8d90e7765b0b6d63ff1a3bfbe3a3f31
nlm_gene	gene	8dfb5c607fa33f375c692aa6b4fe9303
nlm_gene	gene	ed44d9e8a7190ce2c97a6c1c00c786c9
nlm_gene	gene	8553642ff3cf96a7e13391cf11f95e01
nlm_gene	gene	c2a7066c56a49571c509a6141a58551b
nlm_gene	gene	65f52b3ccd5acb66431ea65c75d0730f
nlm_gene	gene	616bdec485cf94b0ef3894cff44d2fdb
nlm_gene	gene	3a1d87b88234cfbb063030c40cb56e48
nlm_gene	gene	854bedd172f13560a2445786bdc0083d
nlm_gene	gene	f07712ed348f4ddbff2aa16940a29a44
nlm_gene	gene	bc4287f44c0713bb3c2f91f69801070c
nlm_gene	gene	313e31a33ae0d67f210b88434465a899
